Descriptionen,Failure_reason
Cheese and tomato pizza (e.g. Margherita),No match found
"50/50 bread (e.g. Kingsmill, Warburtons)",No match found
Oaty biscuit (e.g. Hob nob),No match found
Malt loaf (e.g. Soreen),No match found
Houmous/hummus,No match found
"Tenderstem broccoli, cooked",No match found
Vegetable fingers/nuggets,No match found
Cheese and tomato pizza (e.g. Margherita),No match found
"Broccoli, steamed/microwaved",No match found
"Chips, fried in animal fat (e.g. lard, dripping)",No match found
"Sweetcorn / sweet corn, canned",No match found
"Mini sweetcorn (babycorn), cooked",No match found
"Orange squash / juice, with ADDED SUGAR, diluted",No match found
"Orange juice, 100% fruit (e.g. Tropicana)",No match found
Cheese and tomato pizza (e.g. Margherita),No match found
"Chocolate squares/pillows, breakfast cereal (e.g. Kellogg's Krave)",No match found
"Orange juice, 100% fruit (e.g. Tropicana)",No match found
Ham sandwich with wholemeal/oatmeal bread,No match found
"Orange squash, no added sugar, diluted",No match found
Mini cheddars,No match found
"Blackcurrant squash / juice, with ADDED SUGAR, diluted",No match found
"Brown sauce (e.g. HP, Daddies)",No match found
"Brown sauce (e.g. HP, Daddies)",No match found
Magnum classic or white,No match found
"Apple and blackcurrant squash, no added sugar, diluted",No match found
Hot cross bun,No match found
Candy coated chocolate drops (e.g. mini eggs),No match found
"Sauce mix, made-up (e.g. parsley/peppercorn)",No match found
Cheese and tomato pizza (e.g. Margherita),No match found
Cheese and tomato pizza (e.g. Margherita),No match found
"Chicken pie, gravy based, slice from a large pie",No match found
"Wrap/tortilla, white",No match found
Cheese and tomato pizza (e.g. Margherita),No match found
Cheese sandwich with wholemeal/oatmeal bread,No match found
Houmous/hummus,No match found
"Ribena juice drink, ready to drink",No match found
Smarties,No match found
Cheese sandwich with wholemeal/oatmeal bread,No match found
Processed cheese slices (e.g. individually wrapped for melting on burgers),No match found
Yoghurt Lolly (e.g. Yoo Moo),No match found
"Orange juice, 100% fruit (e.g. Tropicana)",No match found
"Vimto, still",No match found
"Vimto, still",No match found
McDonalds Cheeseburger,No match found
Cheese and tomato pizza (e.g. Margherita),No match found
Houmous/hummus,No match found
Corn on the cob (sweetcorn),No match found
"Chips, french fries/fine cut, fried (from frozen)",No match found
Robinson's fruit shoot juiced,No match found
Pom Bears (crisps),No match found
Cheese salad sub roll/baguette,No match found
"Mango juice drink, ready to drink (e.g. Frooti)",No match found
Topic chocolate bar,No match found
"Orange juice, 100% fruit (e.g. Tropicana)",No match found
Cheese and tomato pizza (e.g. Margherita),No match found
Microwave chips (e.g. McCains),No match found
Digestive biscuit,No match found
"Yorkshire pudding, shop-bought (e.g. Aunt Bessie)",No match found
"Chips, french fries/fine cut, fried (from frozen)",No match found
Scotch pancake/drop scone,No match found
Cheese and tomato pizza (e.g. Margherita),No match found
"Blackcurrant squash / juice, no added sugar, diluted",No match found
"Coca-Cola/Coke/Pepsi, supermarket brands",No match found
"Chips, french fries/fine cut, fried (from frozen)",No match found
"Fruit smoothie with added vitamins (e.g. Naked, super smoothie, protect/energise type)",No match found
"Coco Pops/Snaps, supermarket brands",No match found
Cheese and tomato pizza (e.g. Margherita),No match found
"Multigrain hoops (cheerios), supermarket brands",No match found
Fish biryani,No match found
Kit Kat / Kit Kat Chunky (including supermarket own brand equivalents),No match found
Pringles,No match found
"Fruit smoothie with added vitamins (e.g. Naked, super smoothie, protect/energise type)",No match found
Fanta,No match found
Digestive biscuit,No match found
Bacon roll / bap,No match found
Fanta,No match found
Mini cheddars,No match found
"Orange squash / juice, with ADDED SUGAR, diluted",No match found
Fanta,No match found
Fanta Zero,No match found
Cheese and tomato pizza (e.g. Margherita),No match found
Cheesy mash,No match found
"Yorkshire pudding, shop-bought (e.g. Aunt Bessie)",No match found
"Mango juice drink, ready to drink (e.g. Frooti)",No match found
"Cereal bar, low calorie (e.g. Alpen light bar)",No match found
Cheese and tomato pizza (e.g. Margherita),No match found
Carrot and swede mash,No match found
"Cereal bar, low calorie (e.g. Alpen light bar)",No match found
"Bagel, wholemeal (brown)",No match found
Iced lemon/angel cake slice (e.g. Mr Kipling),No match found
Egg mayo sandwich with white/malted bread,No match found
Omelette with ham & cheese,No match found
"Vimto, still",No match found
Cream filled wafer (e.g. Happy hippo),No match found
Yoghurt coated biscuit bar (e.g. Go Ahead Yoghurt break),No match found
"Ribena squash / juice, diluted, with ADDED SUGAR",No match found
Pepperami or snack salami,No match found
"Vimto, still",No match found
"Pure fruit puree, ready to eat pot or pouch",No match found
"Sweetcorn / sweet corn, cooked",No match found
"Chicken goujon/nugget/dipper, in breadcrumb or batter",No match found
Tunnock's caramel wafer,No match found
Cream filled wafer (e.g. Happy hippo),No match found
"Chips, french fries/fine cut, fried (from frozen)",No match found
Pepperami or snack salami,No match found
Ready cooked savoury rice (e.g. Uncle Bens),No match found
Pepperami or snack salami,No match found
Wispa bar (including supermarket equivalent),No match found
Cream filled wafer (e.g. Happy hippo),No match found
Bacon roll / bap,No match found
Cheese and tomato pizza (e.g. Margherita),No match found
"Wrap/tortilla, white",No match found
"Pure fruit puree, ready to eat pot or pouch",No match found
Meatballs fried,No match found
"Wrap/tortilla, white",No match found
Milk Chocolate shapes (e.g mice/coins),No match found
"Wrap/tortilla, white",No match found
"Wrap/tortilla, white",No match found
"Semi-sweet biscuit (e.g. Rich Tea, Morning Coffee)",No match found
"Chapati, white, shop-bought",No match found
Cadbury Fudge bar,No match found
Cadbury Fudge bar,No match found
"Ginger biscuit (e.g. ginger nuts, gingerbread men)",No match found
"Chips, french fries/fine cut, fried (from frozen)",No match found
"Sweetcorn / sweet corn, canned",No match found
Bounty bar,No match found
Hot cross bun,No match found
Digestive biscuit,No match found
Brioche burger bun/hot dog bun,No match found
Cheese sandwich with wholemeal/oatmeal bread,No match found
Cheese sandwich with wholemeal/oatmeal bread,No match found
Digestive biscuit,No match found
Vegetable crisps,No match found
"Chicken portion, fried",No match found
Robinson's fruit shoot juiced,No match found
"Fruit squash / juice, with ADDED SUGAR, diluted",No match found
"Yorkshire pudding, shop-bought (e.g. Aunt Bessie)",No match found
Cheese and tomato pizza (e.g. Margherita),No match found
"Orange squash / juice, with ADDED SUGAR, diluted",No match found
"Blackcurrant squash / juice, with ADDED SUGAR, diluted",No match found
Corn on the cob (sweetcorn),No match found
"Ribena juice drink, ready to drink",No match found
"Mineral water, still or carbonated, flavoured, with artificial sweetener (e.g. Perfectly clear zero sugar",No match found
Corn on the cob (sweetcorn),No match found
"Blackcurrant squash / juice, no added sugar, diluted",No match found
"Orange squash, high juice, no added sugar, diluted",No match found
"Pasta shapes, wholemeal",No match found
"Diet Coca-Cola, e.g. Coke Zero, Pepsi Max",No match found
Tuna and sweetcorn wrap,No match found
Mayonnaise (e.g. Hellmans),No match found
Digestive biscuit,No match found
"Rice, dahl and vegetables (Bisebelabath / Sambar rice/ Sambhar sadham)",No match found
"Sweetcorn / sweet corn, canned",No match found
"Ginger biscuit (e.g. ginger nuts, gingerbread men)",No match found
Dairylea Dunkers (includes cheese dip and dunker (e.g. breadsticks),No match found
Cheese savoury sandwich filler,No match found
Mayonnaise (e.g. Hellmans),No match found
"Chocolate squares/pillows, breakfast cereal (e.g. Kellogg's Krave)",No match found
Pringles,No match found
"Diet Coca-Cola, e.g. Coke Zero, Pepsi Max",No match found
Light mayonnaise (e.g. Hellmans light),No match found
"Coco Pops/Snaps, supermarket brands",No match found
Weetabix Weetos,No match found
"Diet Coca-Cola, e.g. Coke Zero, Pepsi Max",No match found
"Coco Pops/Snaps, supermarket brands",No match found
"Diet Coca-Cola, e.g. Coke Zero, Pepsi Max",No match found
"Chapati, white",No match found
"Diet Coca-Cola, e.g. Coke Zero, Pepsi Max",No match found
"50/50 bread (e.g. Kingsmill, Warburtons)",No match found
"Coco Pops/Snaps, supermarket brands",No match found
Coca-Cola/Coke/Pepsi,No match found
Mayonnaise (e.g. Hellmans),No match found
"Cheeseburger (including gourmet), in a bun, quarter pounder (restaurant/pub)",No match found
Carrot and swede mash,No match found
"Apple and blackcurrant squash / juice, with ADDED SUGAR, diluted",No match found
"Orange squash, no added sugar, diluted",No match found
Cadbury Fudge bar,No match found
"Mineral water, still or carbonated, flavoured, with artificial sweetener (e.g. Perfectly clear zero sugar",No match found
"Yorkshire pudding, shop-bought (e.g. Aunt Bessie)",No match found
"Orange squash / juice, with ADDED SUGAR, diluted",No match found
"Orange squash, no added sugar, diluted",No match found
"Orange squash, no added sugar, diluted",No match found
"Yorkshire pudding, shop-bought (e.g. Aunt Bessie)",No match found
"Orange squash / juice, with ADDED SUGAR, diluted",No match found
"Orange squash, no added sugar, diluted",No match found
"Chicken burger/turkey burger, fried (no bun)",No match found
"Orange squash, no added sugar, diluted",No match found
"Orange squash, no added sugar, diluted",No match found
"Orange squash, high juice, no added sugar, diluted",No match found
"Apple and blackcurrant squash / juice, with ADDED SUGAR, diluted",No match found
"Mixed fruit juice drink, ready to drink, no added sugar (e.g. Oasis zero)",No match found
"Mineral water, still or carbonated, flavoured, with artificial sweetener (e.g. Perfectly clear zero sugar",No match found
"Coco Pops/Snaps, supermarket brands",No match found
"Flavoured water, still or fizzy (with added sugar) (e.g. Volvic a touch of fruit)",No match found
"Fruit squash / juice, with ADDED SUGAR, diluted",No match found
"Blackcurrant squash / juice, with ADDED SUGAR, diluted",No match found
"Fruit squash / juice, with ADDED SUGAR, diluted",No match found
"Coco Pops/Snaps, supermarket brands",No match found
"Hash browns, grilled / baked",No match found
"Red/yellow/orange pepper, cooked",No match found
"Blackcurrant squash / juice, no added sugar, diluted",No match found
"Sweetcorn / sweet corn, cooked",No match found
Red berry fruit smoothie,No match found
"Multigrain hoops (cheerios), supermarket brands",No match found
Processed cheese slices (e.g. individually wrapped for melting on burgers),No match found
"Sweetcorn / sweet corn, cooked",No match found
Twix (chocolate & caramel biscuit fingers),No match found
"Multigrain hoops (cheerios), supermarket brands",No match found
"Blackcurrant squash / juice, no added sugar, diluted",No match found
"Blackcurrant squash / juice, no added sugar, diluted",No match found
"Sweetcorn / sweet corn, cooked",No match found
"Tenderstem broccoli, cooked",No match found
Ice lolly,No match found
"Orange squash, no added sugar, diluted",No match found
Cheese and tomato pizza (e.g. Margherita),No match found
Ice lolly,No match found
"Orange juice, 100% fruit (e.g. Tropicana)",No match found
"Pasta shapes, wholemeal",No match found
Tuna mayo sandwich with white/malted bread,No match found
"Orange juice, 100% fruit (e.g. Tropicana)",No match found
Beef sandwich with wholemeal/oatmeal bread,No match found
Pepperami or snack salami,No match found
"Orange squash, no added sugar, diluted",No match found
"Orange squash, high juice, no added sugar, diluted",No match found
"Orange juice, 100% fruit (e.g. Tropicana)",No match found
White fish kiev,No match found
"Orange squash, high juice, no added sugar, diluted",No match found
"Orange squash, high juice, no added sugar, diluted",No match found
"Wrap/tortilla, white",No match found
"Chicken goujon/nugget/dipper, in breadcrumb or batter",No match found
"Orange squash, hi juice, diluted",No match found
"Orange squash, no added sugar, diluted",No match found
