Descriptionen,NOVA_final_fallback,Fallback_source,Fallback_reason
"Double strength squash, no added sugar, not diluted",1,Giulia,SBERT fallback
Dairylea Dunkers (includes cheese dip and dunker (e.g. breadsticks),4,NDNS,SBERT fallback
Cake slice with chocolate chip,3,Giulia,SBERT fallback
Cake slice with chocolate chip,3,Giulia,SBERT fallback
"Yorkshire pudding, shop-bought (e.g. Aunt Bessie)",3,NDNS,SBERT fallback
"Sandwich thins, white",4,NDNS,SBERT fallback
"Double strength squash, no added sugar, not diluted",1,Giulia,SBERT fallback
"Yorkshire pudding, shop-bought (e.g. Aunt Bessie)",3,NDNS,SBERT fallback
"Apple and blackcurrant squash, no added sugar, diluted",1,NDNS,SBERT fallback
Dairylea Dunkers (includes cheese dip and dunker (e.g. breadsticks),4,NDNS,SBERT fallback
"Blackcurrant squash / juice, no added sugar, diluted",4,NDNS,SBERT fallback
"Potato shapes (e.g. Alphabites, Smilies), grilled/baked",4,NDNS,SBERT fallback
"Blackcurrant squash / juice, no added sugar, diluted",4,NDNS,SBERT fallback
"Blackcurrant squash / juice, no added sugar, diluted",4,NDNS,SBERT fallback
"Carbonated beverages, with no added sugar containing juice e.g. Diet lilt, Diet Bitter lemon.",4,NDNS,SBERT fallback
"Blackcurrant squash / juice, no added sugar, diluted",4,NDNS,SBERT fallback
Cake slice with chocolate chip,3,Giulia,SBERT fallback
"Sandwich thins, white",4,NDNS,SBERT fallback
"Sandwich thins, white",4,NDNS,SBERT fallback
"Blackcurrant squash / juice, no added sugar, diluted",4,NDNS,SBERT fallback
"Carbonated beverages, with no added sugar containing juice e.g. Diet lilt, Diet Bitter lemon.",4,NDNS,SBERT fallback
"Hash browns, grilled / baked",4,NDNS,SBERT fallback
"Apple and blackcurrant squash, no added sugar, diluted",1,NDNS,SBERT fallback
Corn on the cob (sweetcorn),4,NDNS,SBERT fallback
Cake slice with chocolate chip,3,Giulia,SBERT fallback
"Sweetcorn / sweet corn, cooked",1,Giulia,SBERT fallback
Cadbury Dairy Milk Caramel Chocolate,4,NDNS,SBERT fallback
"Pizza base, plain (including dough balls)",3,Giulia,SBERT fallback
Chocolate coated biscuit and marshmallow (e.g. Wagon wheel),4,NDNS,SBERT fallback
"Blackcurrant squash / juice, no added sugar, diluted",4,NDNS,SBERT fallback
"Multigrain hoops (cheerios), supermarket brands",4,NDNS,SBERT fallback
"Blackcurrant squash / juice, no added sugar, diluted",4,NDNS,SBERT fallback
"Diet Coca-Cola, e.g. Coke Zero, Pepsi Max",4,NDNS,SBERT fallback
"Orange juice, 100% fruit (e.g. Tropicana)",4,Giulia,SBERT fallback
Spicy/sweet chilli chicken wrap,4,NDNS,SBERT fallback
"Blackcurrant squash / juice, no added sugar, diluted",4,NDNS,SBERT fallback
"Blackcurrant squash / juice, no added sugar, diluted",4,NDNS,SBERT fallback
"Twin pot yoghurt, with fruit (e.g. Muller Corner)",4,NDNS,SBERT fallback
Chocolate coated biscuit and marshmallow (e.g. Wagon wheel),4,NDNS,SBERT fallback
Twix (chocolate & caramel biscuit fingers),4,NDNS,SBERT fallback
"Honey hoops cereal (cheerios), supermarket brands",4,NDNS,SBERT fallback
Chocolate coated biscuit and marshmallow (e.g. Wagon wheel),4,NDNS,SBERT fallback
Couscous (plain),1,NDNS,SBERT fallback
"Yorkshire pudding, shop-bought (e.g. Aunt Bessie)",3,NDNS,SBERT fallback
Babybel cheese,4,Giulia,SBERT fallback
Garlic/flavoured naan bread,4,NDNS,SBERT fallback
Vegetable crisps,4,NDNS,SBERT fallback
White or wholegrain ready cooked plain rice (e.g. Uncle Bens),3,NDNS,SBERT fallback
Milk Chocolate shapes (e.g mice/coins),4,Giulia,SBERT fallback
Cheese and tomato pizza (e.g. Margherita),4,NDNS,SBERT fallback
"Prescription iron supplement, 27.5mg (e.g. Sytron), 5ml oral solution (teaspoon)",NC,NDNS,SBERT fallback
Matchmakers (e.g. mint/orange),3,NDNS,TF-IDF fallback
"Blackcurrant squash / juice, no added sugar, diluted",4,NDNS,SBERT fallback
"Prescription iron supplement, 27.5mg (e.g. Sytron), 5ml oral solution (teaspoon)",NC,NDNS,SBERT fallback
Sugar-snap peas,4,NDNS,SBERT fallback
"Prescription iron supplement, 27.5mg (e.g. Sytron), 5ml oral solution (teaspoon)",NC,NDNS,SBERT fallback
Ham sandwich with wholemeal/oatmeal bread,4,Giulia,SBERT fallback
Copy of Fruit yoghurt,4,NDNS,SBERT fallback
"Prescription iron supplement, 27.5mg (e.g. Sytron), 5ml oral solution (teaspoon)",NC,NDNS,SBERT fallback
"Fruit smoothie with added vitamins (e.g. Naked, super smoothie, protect/energise type)",4,Giulia,SBERT fallback
"Blackcurrant squash / juice, with ADDED SUGAR, diluted",3,NDNS,SBERT fallback
Copy of Fruit yoghurt,4,NDNS,SBERT fallback
Digestive biscuit,4,NDNS,SBERT fallback
Pepperami or snack salami,4,NDNS,SBERT fallback
"Blackcurrant squash / juice, with ADDED SUGAR, diluted",3,NDNS,SBERT fallback
"Omelette, with vegetables",4,NDNS,SBERT fallback
Maltesers (including supermarket brand equivalents),4,NDNS,SBERT fallback
Dairy squirty/spray cream (e.g. anchor),3,NDNS,SBERT fallback
Dairy squirty/spray cream (e.g. anchor),3,NDNS,SBERT fallback
"Chapati, white",4,NDNS,SBERT fallback
"Blackcurrant squash / juice, no added sugar, diluted",4,NDNS,SBERT fallback
"Apple and blackcurrant squash, no added sugar, diluted",1,NDNS,SBERT fallback
"Blackcurrant squash / juice, no added sugar, diluted",4,NDNS,SBERT fallback
"Orange squash, no added sugar, diluted",1,Giulia,SBERT fallback
"Chicken goujon/nugget/dipper, in breadcrumb or batter",4,NDNS,SBERT fallback
"Blackcurrant squash / juice, no added sugar, diluted",4,NDNS,SBERT fallback
"Potato shapes (e.g. Alphabites, Smilies), fried",1,Giulia,SBERT fallback
"Blackcurrant squash / juice, no added sugar, diluted",4,NDNS,SBERT fallback
"Blackcurrant squash / juice, no added sugar, diluted",4,NDNS,SBERT fallback
"Orange squash, no added sugar, diluted",1,Giulia,SBERT fallback
Malt loaf (e.g. Soreen),4,NDNS,SBERT fallback
"Dairy squirty/spray cream, light/reduced fat (e.g. anchor)",4,Giulia,SBERT fallback
"Blackcurrant squash / juice, no added sugar, diluted",4,NDNS,SBERT fallback
"Orange squash, no added sugar, diluted",1,Giulia,SBERT fallback
"Blackcurrant squash / juice, no added sugar, diluted",4,NDNS,SBERT fallback
McDonalds Cheeseburger,4,NDNS,SBERT fallback
"Red/yellow/orange pepper, cooked",1,Giulia,SBERT fallback
Iced lemon/angel cake slice (e.g. Mr Kipling),1,Giulia,SBERT fallback
Iced lemon/angel cake slice (e.g. Mr Kipling),1,Giulia,SBERT fallback
"Sweetcorn / sweet corn, cooked",1,Giulia,SBERT fallback
"Orange juice, 100% fruit (e.g. Tropicana)",4,Giulia,SBERT fallback
Tunnock's caramel wafer,4,NDNS,SBERT fallback
"Spaghetti/tagliatelle (pasta), white or tricolore",1,NDNS,SBERT fallback
Iced lemon/angel cake slice (e.g. Mr Kipling),1,Giulia,SBERT fallback
"Mineral water, still or carbonated, flavoured, with artificial sweetener (e.g. Perfectly clear zero sugar",4,NDNS,SBERT fallback
"Mineral water, still or carbonated, flavoured, with artificial sweetener (e.g. Perfectly clear zero sugar",4,NDNS,SBERT fallback
"Mineral water, still or carbonated, flavoured, with artificial sweetener (e.g. Perfectly clear zero sugar",4,NDNS,SBERT fallback
"Sweetcorn / sweet corn, canned, puree",4,NDNS,SBERT fallback
Red berry fruit smoothie,4,NDNS,SBERT fallback
"Mineral water, still or carbonated, flavoured, with artificial sweetener (e.g. Perfectly clear zero sugar",4,NDNS,SBERT fallback
"Crinkle-cut crisps (e.g. McCoy's, Seabrooks)",4,NDNS,SBERT fallback
"Mineral water, still or carbonated, flavoured, with artificial sweetener (e.g. Perfectly clear zero sugar",4,NDNS,SBERT fallback
Corn on the cob (sweetcorn),4,NDNS,SBERT fallback
"Mineral water, still or carbonated, flavoured, with artificial sweetener (e.g. Perfectly clear zero sugar",4,NDNS,SBERT fallback
Mayonnaise (e.g. Hellmans),4,Giulia,SBERT fallback
Mayonnaise (e.g. Hellmans),4,Giulia,SBERT fallback
Corn on the cob (sweetcorn),4,NDNS,SBERT fallback
"Mineral water, still or carbonated, flavoured, with artificial sweetener (e.g. Perfectly clear zero sugar",4,NDNS,SBERT fallback
Corn on the cob (sweetcorn),4,NDNS,SBERT fallback
Beef sandwich with wholemeal/oatmeal bread,4,NDNS,SBERT fallback
"Orange squash / juice, with ADDED SUGAR, diluted",4,NDNS,SBERT fallback
"Wrap/tortilla, white",4,NDNS,SBERT fallback
Passata (strained tomatoes),1,NDNS,SBERT fallback
Garlic/flavoured naan bread,4,NDNS,SBERT fallback
"Orange juice, 100% fruit (e.g. Tropicana)",4,Giulia,SBERT fallback
Ham sandwich with wholemeal/oatmeal bread,4,Giulia,SBERT fallback
"Apple and blackcurrant squash, no added sugar, diluted",1,NDNS,SBERT fallback
"Apple and blackcurrant squash, no added sugar, diluted",1,NDNS,SBERT fallback
Cheese and tomato pizza (e.g. Margherita),4,NDNS,SBERT fallback
"Rice cake, savoury flavoured (e.g. Snack a Jacks)",4,Giulia,SBERT fallback
"Apple and blackcurrant squash, no added sugar, diluted",1,NDNS,SBERT fallback
"Greek style yoghurt, fruit/honey",4,NDNS,SBERT fallback
Twister ice lolly,4,Giulia,SBERT fallback
"Sweetcorn / sweet corn, cooked",1,Giulia,SBERT fallback
"Apple and blackcurrant squash, no added sugar, diluted",1,NDNS,SBERT fallback
"Apple and blackcurrant squash, no added sugar, diluted",1,NDNS,SBERT fallback
Cheese and tomato pizza (e.g. Margherita),4,NDNS,SBERT fallback
Red berry fruit smoothie,4,NDNS,SBERT fallback
"Ribena squash / juice , diluted, no added sugar",4,NDNS,SBERT fallback
Red berry fruit smoothie,4,NDNS,SBERT fallback
"Ribena squash / juice , diluted, no added sugar",4,NDNS,SBERT fallback
"Multigrain hoops (cheerios), supermarket brands",4,NDNS,SBERT fallback
"Diet Coca-Cola, e.g. Coke Zero, Pepsi Max",4,NDNS,SBERT fallback
"Pancetta, cooked",1,Giulia,SBERT fallback
Red berry fruit smoothie,4,NDNS,SBERT fallback
Square crisps / Discos,4,NDNS,SBERT fallback
"Greek style yoghurt, fruit/honey",4,NDNS,SBERT fallback
"Blackcurrant squash / juice, no added sugar, diluted",4,NDNS,SBERT fallback
"Orange juice, 100% fruit (e.g. Tropicana)",4,Giulia,SBERT fallback
Cheese and tomato pizza (e.g. Margherita),4,NDNS,SBERT fallback
"50/50 bread (e.g. Kingsmill, Warburtons)",4,NDNS,SBERT fallback
Oaty biscuit (e.g. Hob nob),4,NDNS,SBERT fallback
Malt loaf (e.g. Soreen),4,NDNS,SBERT fallback
Houmous/hummus,1,Giulia,SBERT fallback
"Tenderstem broccoli, cooked",1,Giulia,SBERT fallback
Vegetable fingers/nuggets,4,NDNS,SBERT fallback
Cheese and tomato pizza (e.g. Margherita),4,NDNS,SBERT fallback
"Broccoli, steamed/microwaved",1,NDNS,SBERT fallback
"Chips, fried in animal fat (e.g. lard, dripping)",3,NDNS,SBERT fallback
"Sweetcorn / sweet corn, canned",3,NDNS,SBERT fallback
"Mini sweetcorn (babycorn), cooked",3,NDNS,SBERT fallback
"Orange squash / juice, with ADDED SUGAR, diluted",4,NDNS,SBERT fallback
"Orange juice, 100% fruit (e.g. Tropicana)",4,Giulia,SBERT fallback
Cheese and tomato pizza (e.g. Margherita),4,NDNS,SBERT fallback
"Chocolate squares/pillows, breakfast cereal (e.g. Kellogg's Krave)",4,NDNS,SBERT fallback
"Orange juice, 100% fruit (e.g. Tropicana)",4,Giulia,SBERT fallback
Ham sandwich with wholemeal/oatmeal bread,4,Giulia,SBERT fallback
"Orange squash, no added sugar, diluted",1,Giulia,SBERT fallback
Mini cheddars,3,NDNS,SBERT fallback
"Blackcurrant squash / juice, with ADDED SUGAR, diluted",3,NDNS,SBERT fallback
"Brown sauce (e.g. HP, Daddies)",4,NDNS,SBERT fallback
"Brown sauce (e.g. HP, Daddies)",4,NDNS,SBERT fallback
"Apple and blackcurrant squash, no added sugar, diluted",1,NDNS,SBERT fallback
Hot cross bun,3,NDNS,SBERT fallback
Candy coated chocolate drops (e.g. mini eggs),4,Giulia,SBERT fallback
"Sauce mix, made-up (e.g. parsley/peppercorn)",4,Giulia,SBERT fallback
Cheese and tomato pizza (e.g. Margherita),4,NDNS,SBERT fallback
Cheese and tomato pizza (e.g. Margherita),4,NDNS,SBERT fallback
"Chicken pie, gravy based, slice from a large pie",4,NDNS,SBERT fallback
"Wrap/tortilla, white",4,NDNS,SBERT fallback
Cheese and tomato pizza (e.g. Margherita),4,NDNS,SBERT fallback
Cheese sandwich with wholemeal/oatmeal bread,4,NDNS,SBERT fallback
Houmous/hummus,1,Giulia,SBERT fallback
"Ribena juice drink, ready to drink",4,NDNS,SBERT fallback
Cheese sandwich with wholemeal/oatmeal bread,4,NDNS,SBERT fallback
Processed cheese slices (e.g. individually wrapped for melting on burgers),4,NDNS,SBERT fallback
Yoghurt Lolly (e.g. Yoo Moo),4,NDNS,SBERT fallback
"Orange juice, 100% fruit (e.g. Tropicana)",4,Giulia,SBERT fallback
McDonalds Cheeseburger,4,NDNS,SBERT fallback
Cheese and tomato pizza (e.g. Margherita),4,NDNS,SBERT fallback
Houmous/hummus,1,Giulia,SBERT fallback
Corn on the cob (sweetcorn),4,NDNS,SBERT fallback
"Chips, french fries/fine cut, fried (from frozen)",4,NDNS,SBERT fallback
Robinson's fruit shoot juiced,4,NDNS,SBERT fallback
Cheese salad sub roll/baguette,1,Giulia,SBERT fallback
"Mango juice drink, ready to drink (e.g. Frooti)",1,NDNS,SBERT fallback
Topic chocolate bar,4,NDNS,SBERT fallback
"Orange juice, 100% fruit (e.g. Tropicana)",4,Giulia,SBERT fallback
Cheese and tomato pizza (e.g. Margherita),4,NDNS,SBERT fallback
Microwave chips (e.g. McCains),4,NDNS,SBERT fallback
Digestive biscuit,4,NDNS,SBERT fallback
"Yorkshire pudding, shop-bought (e.g. Aunt Bessie)",3,NDNS,SBERT fallback
"Chips, french fries/fine cut, fried (from frozen)",4,NDNS,SBERT fallback
Scotch pancake/drop scone,3,NDNS,SBERT fallback
Cheese and tomato pizza (e.g. Margherita),4,NDNS,SBERT fallback
"Blackcurrant squash / juice, no added sugar, diluted",4,NDNS,SBERT fallback
"Coca-Cola/Coke/Pepsi, supermarket brands",1,NDNS,SBERT fallback
"Chips, french fries/fine cut, fried (from frozen)",4,NDNS,SBERT fallback
"Fruit smoothie with added vitamins (e.g. Naked, super smoothie, protect/energise type)",4,Giulia,SBERT fallback
"Coco Pops/Snaps, supermarket brands",4,NDNS,SBERT fallback
Cheese and tomato pizza (e.g. Margherita),4,NDNS,SBERT fallback
"Multigrain hoops (cheerios), supermarket brands",4,NDNS,SBERT fallback
Fish biryani,3,NDNS,SBERT fallback
Kit Kat / Kit Kat Chunky (including supermarket own brand equivalents),4,NDNS,SBERT fallback
"Fruit smoothie with added vitamins (e.g. Naked, super smoothie, protect/energise type)",4,Giulia,SBERT fallback
Digestive biscuit,4,NDNS,SBERT fallback
Bacon roll / bap,4,NDNS,SBERT fallback
Mini cheddars,3,NDNS,SBERT fallback
"Orange squash / juice, with ADDED SUGAR, diluted",4,NDNS,SBERT fallback
Cheese and tomato pizza (e.g. Margherita),4,NDNS,SBERT fallback
"Yorkshire pudding, shop-bought (e.g. Aunt Bessie)",3,NDNS,SBERT fallback
"Mango juice drink, ready to drink (e.g. Frooti)",1,NDNS,SBERT fallback
"Cereal bar, low calorie (e.g. Alpen light bar)",4,NDNS,SBERT fallback
Cheese and tomato pizza (e.g. Margherita),4,NDNS,SBERT fallback
Carrot and swede mash,1,Giulia,SBERT fallback
"Cereal bar, low calorie (e.g. Alpen light bar)",4,NDNS,SBERT fallback
"Bagel, wholemeal (brown)",4,NDNS,SBERT fallback
Iced lemon/angel cake slice (e.g. Mr Kipling),1,Giulia,SBERT fallback
Egg mayo sandwich with white/malted bread,4,Giulia,SBERT fallback
Omelette with ham & cheese,3,NDNS,SBERT fallback
Cream filled wafer (e.g. Happy hippo),4,NDNS,SBERT fallback
Yoghurt coated biscuit bar (e.g. Go Ahead Yoghurt break),4,NDNS,SBERT fallback
"Ribena squash / juice, diluted, with ADDED SUGAR",4,NDNS,SBERT fallback
Pepperami or snack salami,4,NDNS,SBERT fallback
"Pure fruit puree, ready to eat pot or pouch",1,NDNS,SBERT fallback
"Sweetcorn / sweet corn, cooked",1,Giulia,SBERT fallback
"Chicken goujon/nugget/dipper, in breadcrumb or batter",4,NDNS,SBERT fallback
Tunnock's caramel wafer,4,NDNS,SBERT fallback
Cream filled wafer (e.g. Happy hippo),4,NDNS,SBERT fallback
"Chips, french fries/fine cut, fried (from frozen)",4,NDNS,SBERT fallback
Pepperami or snack salami,4,NDNS,SBERT fallback
Ready cooked savoury rice (e.g. Uncle Bens),3,NDNS,SBERT fallback
Pepperami or snack salami,4,NDNS,SBERT fallback
Wispa bar (including supermarket equivalent),4,NDNS,SBERT fallback
Cream filled wafer (e.g. Happy hippo),4,NDNS,SBERT fallback
Bacon roll / bap,4,NDNS,SBERT fallback
Cheese and tomato pizza (e.g. Margherita),4,NDNS,SBERT fallback
"Wrap/tortilla, white",4,NDNS,SBERT fallback
"Pure fruit puree, ready to eat pot or pouch",1,NDNS,SBERT fallback
Meatballs fried,4,NDNS,SBERT fallback
"Wrap/tortilla, white",4,NDNS,SBERT fallback
Milk Chocolate shapes (e.g mice/coins),4,Giulia,SBERT fallback
"Wrap/tortilla, white",4,NDNS,SBERT fallback
"Wrap/tortilla, white",4,NDNS,SBERT fallback
"Semi-sweet biscuit (e.g. Rich Tea, Morning Coffee)",4,NDNS,SBERT fallback
"Chapati, white, shop-bought",4,NDNS,SBERT fallback
Cadbury Fudge bar,4,NDNS,SBERT fallback
Cadbury Fudge bar,4,NDNS,SBERT fallback
"Ginger biscuit (e.g. ginger nuts, gingerbread men)",3,NDNS,SBERT fallback
"Chips, french fries/fine cut, fried (from frozen)",4,NDNS,SBERT fallback
"Sweetcorn / sweet corn, canned",3,NDNS,SBERT fallback
Bounty bar,4,NDNS,SBERT fallback
Hot cross bun,3,NDNS,SBERT fallback
Digestive biscuit,4,NDNS,SBERT fallback
Brioche burger bun/hot dog bun,4,Giulia,SBERT fallback
Cheese sandwich with wholemeal/oatmeal bread,4,NDNS,SBERT fallback
Cheese sandwich with wholemeal/oatmeal bread,4,NDNS,SBERT fallback
Digestive biscuit,4,NDNS,SBERT fallback
Vegetable crisps,4,NDNS,SBERT fallback
"Chicken portion, fried",1,Giulia,SBERT fallback
Robinson's fruit shoot juiced,4,NDNS,SBERT fallback
"Fruit squash / juice, with ADDED SUGAR, diluted",4,NDNS,SBERT fallback
"Yorkshire pudding, shop-bought (e.g. Aunt Bessie)",3,NDNS,SBERT fallback
Cheese and tomato pizza (e.g. Margherita),4,NDNS,SBERT fallback
"Orange squash / juice, with ADDED SUGAR, diluted",4,NDNS,SBERT fallback
"Blackcurrant squash / juice, with ADDED SUGAR, diluted",3,NDNS,SBERT fallback
Corn on the cob (sweetcorn),4,NDNS,SBERT fallback
"Ribena juice drink, ready to drink",4,NDNS,SBERT fallback
"Mineral water, still or carbonated, flavoured, with artificial sweetener (e.g. Perfectly clear zero sugar",4,NDNS,SBERT fallback
Corn on the cob (sweetcorn),4,NDNS,SBERT fallback
"Blackcurrant squash / juice, no added sugar, diluted",4,NDNS,SBERT fallback
"Orange squash, high juice, no added sugar, diluted",4,NDNS,SBERT fallback
"Pasta shapes, wholemeal",1,Giulia,SBERT fallback
"Diet Coca-Cola, e.g. Coke Zero, Pepsi Max",4,NDNS,SBERT fallback
Tuna and sweetcorn wrap,1,Giulia,SBERT fallback
Mayonnaise (e.g. Hellmans),4,Giulia,SBERT fallback
Digestive biscuit,4,NDNS,SBERT fallback
"Rice, dahl and vegetables (Bisebelabath / Sambar rice/ Sambhar sadham)",3,NDNS,SBERT fallback
"Sweetcorn / sweet corn, canned",3,NDNS,SBERT fallback
"Ginger biscuit (e.g. ginger nuts, gingerbread men)",3,NDNS,SBERT fallback
Dairylea Dunkers (includes cheese dip and dunker (e.g. breadsticks),4,NDNS,SBERT fallback
Cheese savoury sandwich filler,4,Giulia,SBERT fallback
Mayonnaise (e.g. Hellmans),4,Giulia,SBERT fallback
"Chocolate squares/pillows, breakfast cereal (e.g. Kellogg's Krave)",4,NDNS,SBERT fallback
"Diet Coca-Cola, e.g. Coke Zero, Pepsi Max",4,NDNS,SBERT fallback
Light mayonnaise (e.g. Hellmans light),4,NDNS,SBERT fallback
"Coco Pops/Snaps, supermarket brands",4,NDNS,SBERT fallback
Weetabix Weetos,4,NDNS,SBERT fallback
"Diet Coca-Cola, e.g. Coke Zero, Pepsi Max",4,NDNS,SBERT fallback
"Coco Pops/Snaps, supermarket brands",4,NDNS,SBERT fallback
"Diet Coca-Cola, e.g. Coke Zero, Pepsi Max",4,NDNS,SBERT fallback
"Chapati, white",4,NDNS,SBERT fallback
"Diet Coca-Cola, e.g. Coke Zero, Pepsi Max",4,NDNS,SBERT fallback
"50/50 bread (e.g. Kingsmill, Warburtons)",4,NDNS,SBERT fallback
"Coco Pops/Snaps, supermarket brands",4,NDNS,SBERT fallback
Coca-Cola/Coke/Pepsi,4,NDNS,SBERT fallback
Mayonnaise (e.g. Hellmans),4,Giulia,SBERT fallback
"Cheeseburger (including gourmet), in a bun, quarter pounder (restaurant/pub)",4,NDNS,SBERT fallback
Carrot and swede mash,1,Giulia,SBERT fallback
"Apple and blackcurrant squash / juice, with ADDED SUGAR, diluted",1,NDNS,SBERT fallback
"Orange squash, no added sugar, diluted",1,Giulia,SBERT fallback
